Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	stationaryDist[1]	stationaryDist[2]	tree_length
2232	-421.7295	-502.2159	80.48632	0.195269	0.00768174	0.0277044	0.0475918	0.00150311	0.0238782	0.0125908	0.00939391	0.00550804	0.032822	0.00661545	0.0233003	0.0414412	0.0689401	0.0528817	0.00456561	0.0138153	0.0391998	0.00655556	0.0893504	0.0128809	0.0429662	0.015585	0.0651778	0.0729141	0.0358216	0.137355	0.00127296	0.00173057	0.00440078	0.0553085	0.0367607	0.0895734	0.0283854	0.213627	0.0781036	0.143288	0.0165938	0.0443072	0.0345362	0.0160471	0.167291	0.00245447	0.0372532	0.124395	0.0472939	0.0223204	0.163195	0.0555126	0.00963161	0.0705089	0.0809736	0.049303	0.0156129	0.00125526	0.146302	0.0438408	0.6319034	1.368097	0.246448	0.50506	0.808069	1.23752	1.97996	4.05765	1.012733	2.165041	0.0674647	0.00265401	0.00957176	0.0164428	0.000519319	0.00824983	0.00435007	0.00324556	0.00190301	0.0113399	0.00228561	0.00805015	0.0143178	0.0238186	0.0182704	0.0015774	0.00477312	0.0135434	0.00226492	0.0308702	0.00445029	0.0148447	0.00538456	0.0225187	0.0251916	0.0123762	0.0474557	0.000439804	0.000597905	0.00152045	0.0191089	0.0127007	0.0309473	0.00980705	0.0738072	0.0269845	0.0495055	0.00573308	0.015308	0.0119321	0.00554421	0.0577984	0.000848011	0.0128708	0.042978	0.0163399	0.0077116	0.0563832	0.0191794	0.00332768	0.0243606	0.0279761	0.017034	0.00539419	0.000433688	0.0505469	0.0151468	0.684048	0.315952	2.894388
2268	-424.3309	-505.4541	81.12315	0.0342115	0.000854198	0.0695567	0.0472362	0.00311555	0.0052801	0.00945672	0.00195356	0.00192329	0.00567115	0.0329927	0.0486824	0.0249137	0.095335	0.0182115	0.00706213	0.000229192	0.0102269	0.0399959	0.00112465	0.00370325	0.0510131	0.0485535	0.00139807	0.0926499	0.051456	0.13932	0.00724268	0.00257256	0.000506517	0.032187	0.0267523	0.0118117	0.0251985	0.060646	0.0323055	0.0372787	0.0506742	0.0791923	0.00376086	0.00999514	0.12474	0.0347687	0.0591066	0.00579643	0.0382929	0.00602788	0.0911083	0.0451038	0.02613	0.0710805	0.069643	0.0512458	0.0295393	0.0141631	0.0509943	0.0140707	0.4312597	1.56874	0.188905	0.443631	0.776028	1.28861	2.25413	5.29368	1.205004	3.637576	0.0174721	0.000436247	0.0355232	0.024124	0.00159114	0.0026966	0.00482963	0.000997699	0.000982244	0.00289631	0.0168497	0.0248626	0.0127237	0.0486885	0.00930079	0.0036067	0.00011705	0.00522298	0.0204263	0.000574367	0.00189128	0.0260528	0.0247967	0.000714007	0.0473171	0.0262791	0.0711522	0.0036989	0.00131383	0.000258683	0.0164382	0.0136626	0.00603233	0.0128691	0.0309724	0.0164987	0.0190386	0.0258798	0.0404442	0.00192071	0.00510461	0.0637056	0.0177567	0.0301863	0.00296029	0.0195565	0.00307849	0.0465298	0.0230349	0.0133448	0.0363015	0.0355673	0.0261717	0.015086	0.00723321	0.0260432	0.00718603	0.78437	0.21563	1.958062
2304	-424.4938	-506.4694	81.97553	0.00554861	0.00607133	0.0336882	0.00750521	0.00144054	0.00584556	0.00294027	0.00383637	0.011015	0.0113564	0.00431892	0.0282154	0.0338088	0.0387338	0.0181155	0.00572526	0.000393231	0.00795996	0.015215	0.00845338	0.000348633	0.00746959	0.0506234	0.0233693	0.0281626	0.0305099	0.0624952	0.0396765	0.00436474	0.00213808	0.0146878	0.0245571	0.0229045	0.0133576	0.0727246	0.0213918	0.0428786	0.0486419	0.0521542	0.000167793	0.00373377	0.0024668	0.0234392	0.0539116	0.00860439	0.0131314	0.00749479	0.0506127	0.0131951	0.00430631	0.0241906	0.0226246	0.0279939	0.00412598	0.0212014	0.0091133	0.0144395	0.52576	1.47424	0.0819552	0.295222	0.683433	1.4632	3.38728	12.2018	1.808817	2.804017	0.00496566	0.00543346	0.0301488	0.0067167	0.0012892	0.00523142	0.00263136	0.00343331	0.00985771	0.0101633	0.00386517	0.025251	0.0302567	0.0346643	0.0162123	0.00512375	0.000351918	0.00712367	0.0136165	0.00756525	0.000312005	0.00668482	0.0453048	0.0209141	0.0252038	0.0273045	0.0559293	0.035508	0.00390617	0.00191345	0.0131447	0.0219771	0.0204981	0.0119542	0.065084	0.0191443	0.0383737	0.0435315	0.0466747	0.000150165	0.0033415	0.00220763	0.0209767	0.0482475	0.0077004	0.0117518	0.00670737	0.0452952	0.0118088	0.00385388	0.0216491	0.0202477	0.0250528	0.0036925	0.018974	0.00815584	0.0129224	0.73712	0.26288	1.117396
2340	-424.4323	-505.8559	81.42361	0.0057877	0.00844324	0.0308229	0.0401671	0.000868836	0.000591027	0.00630237	0.0310769	0.00378528	0.0139528	0.00876358	0.0395765	0.0643989	0.0349053	0.0108325	0.00488372	0.00371035	0.00455016	0.0110208	0.013322	0.00433724	0.0186566	0.0436337	0.0732483	0.115369	0.0212835	0.127125	0.00527996	0.0731361	0.0969972	0.00581892	0.0204825	0.0105628	0.0526773	0.10843	0.00272049	0.0147731	0.103662	0.144736	0.0380827	0.00514981	0.0514953	0.00987135	0.0197354	0.0152611	0.00500649	0.0290615	0.136661	0.0820056	0.00952846	0.0441421	0.00747829	0.0119136	0.0284369	0.0291737	0.0753456	0.0415704	0.6074056	1.392594	0.145282	0.390309	0.745636	1.34114	2.56207	6.88317	1.394857	2.292693	0.00286433	0.00417856	0.0152543	0.0198787	0.000429987	0.000292499	0.00311904	0.01538	0.00187334	0.00690523	0.00433709	0.0195864	0.031871	0.0172747	0.00536102	0.00241695	0.00183625	0.00225188	0.00545418	0.00659304	0.0021465	0.00923314	0.0215943	0.0362506	0.0570959	0.0105332	0.0629143	0.00261305	0.0361951	0.0480039	0.00287978	0.0101368	0.00522751	0.02607	0.0536621	0.00134637	0.00731122	0.0513024	0.0716297	0.0188471	0.00254864	0.025485	0.00488533	0.00976706	0.00755271	0.00247771	0.0143825	0.0676333	0.0405846	0.00471563	0.0218459	0.003701	0.00589604	0.0140734	0.0144381	0.0372885	0.0205732	0.696297	0.303703	2.02061
2376	-423.604	-506.084	82.47994	0.0113713	0.0309181	0.00430816	0.0144914	0.00295059	0.00264084	0.0156449	0.00879943	0.0068828	0.00883603	0.0207602	0.064347	0.0236779	0.0251022	0.0254049	0.00415126	0.000657182	0.0121349	0.00693475	0.017555	0.00134826	0.0271775	0.0574496	0.0379787	0.0775478	0.018633	0.097893	0.00441806	0.00480614	0.055675	0.0180755	0.0312126	0.0104329	0.0237306	0.0593992	0.043106	0.00489155	0.0300184	0.0972876	0.00678299	0.014303	0.00424161	0.00216739	0.00679872	0.0178021	0.0168606	0.0175312	0.0586878	0.0105304	0.0351233	0.0410833	0.0309018	0.00438153	0.0138735	0.0075848	0.0506454	0.0301267	0.7157021	1.284298	0.120644	0.35649	0.724848	1.3796	2.80513	8.28888	1.529229	1.794459	0.00825156	0.0224357	0.00312622	0.0105157	0.00214109	0.00191632	0.0113527	0.0063853	0.0049945	0.00641186	0.0150647	0.0466934	0.0171818	0.0182154	0.0184351	0.00301236	0.000476883	0.00880566	0.0050322	0.0127388	0.000978361	0.0197213	0.0416883	0.0275592	0.0562725	0.013521	0.071036	0.00320596	0.00348757	0.0404005	0.0131164	0.0226494	0.00757063	0.0172201	0.043103	0.0312798	0.00354955	0.0217828	0.0705967	0.00492207	0.010379	0.00307792	0.00157276	0.00493348	0.0129181	0.0122349	0.0127215	0.0425867	0.00764141	0.0254872	0.0298121	0.0224239	0.00317946	0.0100673	0.0055039	0.0367508	0.0218614	0.642149	0.357851	1.378076
2412	-430.1524	-512.6765	82.52405	0.0193972	0.0188771	0.0218006	0.0385522	0.00496588	0.00399372	0.00158428	0.0110545	0.00526338	0.00525244	0.00324892	0.0161916	0.015095	0.0337015	0.0131958	0.0129295	0.00543723	0.00131367	0.0152687	0.0182198	0.00203429	0.0264086	0.0499182	0.0140865	0.0416335	0.0668168	0.0749704	0.0103379	0.00230636	0.0171934	0.0190867	0.0150814	0.0130283	0.029538	0.0541866	0.00831453	0.00149902	0.0161324	0.042453	0.00216347	0.00158702	0.0331926	0.0135608	0.00788532	0.0357642	0.0182527	0.0377928	0.0617961	0.0128938	0.0135744	0.0319898	0.0213486	0.00563948	0.00684771	0.0197595	0.0109006	0.0220779	0.6807992	1.319201	0.0956708	0.318364	0.699715	1.42915	3.14106	10.4525	1.696929	1.937724	0.0172053	0.016744	0.0193372	0.0341958	0.00440474	0.00354243	0.00140526	0.00980533	0.00466862	0.00465892	0.00288179	0.0143619	0.0133893	0.0298932	0.0117047	0.0114684	0.00482282	0.00116523	0.0135434	0.0161609	0.00180441	0.0234244	0.0442774	0.0124948	0.0369289	0.0592665	0.0664987	0.00916968	0.00204575	0.0152506	0.0169299	0.0133772	0.0115561	0.0262002	0.0480635	0.00737499	0.00132963	0.0143094	0.0376558	0.001919	0.00140769	0.0294418	0.0120284	0.00699428	0.0317228	0.0161902	0.0335222	0.0548131	0.0114368	0.0120405	0.0283749	0.0189362	0.00500222	0.00607392	0.0175267	0.00966885	0.0195831	0.6596	0.3404	1.127396
2448	-423.5608	-505.7184	82.15761	0.0129125	0.0123912	0.0235115	0.0642664	0.00149913	0.00342491	0.00765627	0.00725899	0.00256448	0.0158562	0.000589107	0.026888	0.03375	0.0286952	0.00807829	0.00411748	0.00736923	0.0185084	0.00370721	0.0101314	0.0103336	0.0195357	0.0128593	0.0418902	0.0465118	0.0251292	0.114067	0.00663355	0.00546406	0.0128803	0.0241833	0.0126371	0.000699058	0.0148005	0.0784149	0.0100578	0.00511877	0.026325	0.0800085	0.0105465	0.00720496	0.0211376	0.0163228	0.0343389	0.0285028	0.0154845	0.0249336	0.0952124	0.0155829	0.102535	0.0664189	0.0188624	0.0333719	0.0199618	0.0437962	0.0289118	0.0153472	0.6118098	1.38819	0.126159	0.364347	0.729795	1.37025	2.74463	7.92651	1.496906	2.26899	0.008972	0.00860982	0.0163365	0.0446544	0.00104165	0.00237974	0.00531982	0.00504378	0.00178188	0.0110174	0.00040933	0.0186826	0.0234506	0.0199384	0.00561305	0.00286095	0.00512038	0.0128602	0.00257589	0.00703965	0.00718008	0.013574	0.00893502	0.0291066	0.0323179	0.0174606	0.0792571	0.0046092	0.0037966	0.00894961	0.0168034	0.00878068	0.000485728	0.0102838	0.0544852	0.00698849	0.00355668	0.0182915	0.0555924	0.00732802	0.00500623	0.0146871	0.0113416	0.0238597	0.0198047	0.0107591	0.0173247	0.0661566	0.0108275	0.0712444	0.04615	0.0131062	0.0231879	0.0138701	0.030431	0.0200888	0.0106637	0.694095	0.305905	1.439197
2484	-424.64	-505.3056	80.66558	0.101122	0.0194808	0.0170395	0.0452592	0.0166577	0.0231555	0.116901	0.00673509	0.00248208	0.0563085	0.000812832	0.0285078	0.00877323	0.0733364	0.0442102	0.0022699	0.00292342	0.0345806	0.010002	0.0164289	0.00109299	0.0127217	0.0522343	0.0279258	0.0782759	0.0253072	0.102442	0.0261418	0.00278126	0.0258916	0.015278	0.0261074	0.0205864	0.0592387	0.156441	0.0166657	0.0721441	0.0198718	0.0456276	0.00834563	0.0285607	0.00194175	0.0778948	0.0287108	0.0293747	0.114648	0.00251008	0.179221	0.0306533	0.125773	0.0428115	0.0608614	0.0201416	0.0193991	0.0274886	0.0448848	0.0671389	0.4581481	1.541852	0.189177	0.443943	0.776198	1.28833	2.25254	5.28605	1.203962	3.365401	0.04351	0.00838202	0.00733158	0.0194737	0.00716729	0.00996313	0.0502989	0.00289791	0.00106796	0.0242279	0.000349737	0.012266	0.00377486	0.0315544	0.0190223	0.000976668	0.00125786	0.014879	0.00430354	0.00706884	0.000470283	0.00547376	0.0224749	0.0120156	0.0336798	0.0108889	0.0440779	0.011248	0.00119669	0.0111404	0.00657367	0.0112332	0.00885773	0.0254886	0.0673118	0.00717076	0.0310414	0.00855022	0.0196322	0.00359087	0.0122888	0.000835478	0.0335158	0.0123534	0.0126391	0.0493295	0.00108001	0.0771134	0.0131892	0.0541165	0.0184205	0.0261869	0.00866632	0.00834687	0.0118275	0.0193126	0.0288878	0.770926	0.229074	2.324122
2520	-432.6091	-514.6118	82.00264	0.0592551	0.02789	0.0205161	0.0301624	0.000953466	0.00271288	0.0160214	0.000878554	0.00257841	0.00571098	0.00315938	0.046605	0.0584341	0.00379143	0.011053	0.000188724	0.0373705	0.00187868	0.05102	0.0200207	0.00165745	0.0144538	0.0306584	0.0796029	0.0681176	0.00915743	0.0461467	0.0232922	0.00353904	0.0397321	0.0463736	0.031906	0.0654001	0.00890318	0.068892	0.0256054	0.0292278	0.00725104	0.0028597	0.02842	0.055662	0.000505012	0.0409712	0.0488649	0.000278876	0.0216975	0.0243092	0.110862	0.00520843	0.0156666	0.0390006	0.0391082	0.0331441	0.0254517	0.00570474	0.0286972	0.0223599	0.7356528	1.264347	0.0794811	0.290841	0.680253	1.47004	3.4383	12.5816	1.830981	1.718674	0.0382565	0.0180064	0.0132457	0.0194735	0.000615581	0.0017515	0.0103438	0.000567216	0.00166468	0.00368714	0.00203977	0.0300893	0.0377265	0.00244784	0.00713606	0.000121845	0.0241273	0.00121292	0.0329397	0.0129259	0.00107009	0.00933172	0.0197938	0.0513936	0.0439784	0.00591226	0.0297934	0.015038	0.00228489	0.025652	0.0299399	0.0205993	0.0422239	0.00574811	0.0444783	0.0165315	0.0188702	0.00468145	0.00184629	0.0183486	0.0359367	0.000326048	0.026452	0.0315484	0.000180049	0.0140084	0.0156946	0.0715751	0.00336269	0.0101148	0.0251797	0.0252492	0.0213986	0.0164322	0.00368312	0.0185276	0.0144361	0.632174	0.367826	1.548889
2556	-442.4263	-524.2722	81.84592	0.00462282	0.00245742	0.00145773	0.0571049	0.0125928	0.017933	0.0528626	0.014528	0.00173161	0.0108159	0.00142263	0.00386143	0.0592867	0.129091	0.0308173	0.0001663	0.00504052	0.0139077	0.0201009	0.0509551	0.00878889	0.0323534	0.0432959	0.102197	0.0334749	0.0200887	0.0691233	0.0253506	0.0264934	0.0510097	0.0691224	0.0232506	0.0358573	0.0493138	0.129473	0.0113012	0.0636998	0.0395911	0.0559378	0.123092	0.038092	0.000548498	0.0110755	0.0436834	0.010234	0.0162502	0.00824389	0.225091	0.000827739	0.00946853	0.113982	0.0483081	0.0764458	0.0367743	0.0143721	0.0152348	0.00752507	0.731009	1.268991	0.232032	0.490429	0.800692	1.24892	2.03903	4.30975	1.056318	1.735944	0.00212082	0.0011274	0.000668767	0.0261982	0.00577722	0.00822718	0.0242519	0.00666506	0.000794417	0.00496205	0.000652665	0.00177152	0.0271991	0.0592236	0.0141381	7.62938e-05	0.00231245	0.00638045	0.00922173	0.0233768	0.0040321	0.0148428	0.019863	0.0468854	0.0153574	0.00921613	0.0317119	0.0116301	0.0121545	0.0234019	0.0317115	0.0106667	0.0164503	0.0226238	0.0593988	0.00518466	0.0292237	0.0181633	0.0256627	0.0564711	0.0174756	0.000251636	0.00508116	0.0200408	0.00469509	0.00745517	0.00378207	0.103266	0.000379744	0.0043439	0.0522919	0.0221624	0.0350712	0.0168711	0.00659354	0.00698931	0.0034523	0.634495	0.365505	2.179729
2592	-435.935	-516.572	80.63704	0.0824913	0.000105052	0.0102736	0.0258592	0.00337343	0.00928703	0.0179717	0.0128457	0.00179236	0.0165124	0.00149026	0.0536162	0.0222581	0.0684959	0.023552	0.0035456	0.0121541	0.00998022	0.00697814	0.0412325	0.05461	0.015059	0.0504653	0.0894489	0.0186162	0.0845209	0.117149	0.0157717	0.025026	0.105278	0.0142214	0.0755467	0.0144559	0.0142149	0.19626	0.0222493	0.0423376	0.0151706	0.0261179	0.0112807	0.00254426	0.00936108	0.0167036	0.0245621	0.0206952	0.0108098	0.00446789	0.0400367	0.00345143	0.00443169	0.0215442	0.0903384	0.0157162	0.0248475	0.00653951	0.00509766	0.00830016	0.4363501	1.56365	0.0605709	0.254746	0.652704	1.53209	3.92548	16.5096	2.027443	3.583476	0.0473799	6.0338e-05	0.00590076	0.0148526	0.00193757	0.00533412	0.0103223	0.00737807	0.00102946	0.0094841	0.000855947	0.0307951	0.0127842	0.0393414	0.0135274	0.00203646	0.00698086	0.00573227	0.00400798	0.0236824	0.0313659	0.0086493	0.0289853	0.0513761	0.0106925	0.0485456	0.0672858	0.00905869	0.014374	0.0604675	0.00816823	0.0433912	0.00830291	0.00816449	0.112724	0.0127792	0.0243171	0.00871343	0.0150011	0.00647924	0.00146133	0.00537665	0.00959391	0.0141075	0.0118865	0.00620871	0.00256619	0.0229956	0.00198237	0.0025454	0.0123742	0.051887	0.00902678	0.0142715	0.00375605	0.0029279	0.0047673	0.781825	0.218175	1.741061
2628	-421.6238	-502.6033	80.97955	0.0193967	0.00743202	0.0136386	0.0666423	0.00323315	0.00350718	0.0286065	0.0029331	0.00800472	0.00635755	0.0289667	0.097181	0.0765968	0.0951471	0.0203114	0.000979632	0.00320627	0.0297222	0.00903174	0.0554916	0.0194472	0.017503	0.0766197	0.0580367	0.0381707	0.0478378	0.107279	0.0599947	0.0244872	0.0457367	0.0483705	0.0723659	0.0125646	0.0796962	0.130923	0.0359289	0.0579522	0.00717893	0.00616117	0.000879634	0.0152768	0.104033	0.0166822	0.0780124	0.0774244	0.0151922	0.00739971	0.127	0.0139782	0.0194507	0.0165199	0.0932006	0.0536447	0.0222782	0.00513437	0.174115	0.00546378	0.5142431	1.485757	0.245214	0.503825	0.807452	1.23846	1.98481	4.07806	1.016362	2.889211	0.00819004	0.00313809	0.00575876	0.028139	0.00136516	0.00148087	0.0120788	0.00123847	0.00337991	0.00268441	0.0122309	0.0410336	0.0323422	0.0401748	0.00857626	0.000413639	0.00135381	0.0125499	0.00381356	0.0234307	0.00821137	0.00739043	0.0323519	0.0245054	0.0161171	0.020199	0.0452974	0.0253321	0.0103395	0.0193118	0.0204239	0.0305557	0.00530528	0.0336509	0.0552807	0.0151706	0.0244697	0.00303123	0.00260149	0.000371416	0.00645046	0.0439268	0.00704389	0.0329399	0.0326916	0.00641474	0.00312445	0.0536244	0.00590214	0.00821285	0.00697534	0.0393529	0.0226509	0.00940674	0.00216793	0.073518	0.00230702	0.742878	0.257122	2.368326
2664	-439.1551	-520.9865	81.83144	0.00507418	0.00171379	0.00189028	0.0843927	0.0122811	0.0119489	0.0563425	0.0107982	0.00994893	0.0334412	0.0161524	0.113121	0.01926	0.0642302	0.0202376	0.00174956	0.00555126	0.0028109	0.0092925	0.0148692	0.0107163	0.0307123	0.051207	0.0530253	0.01748	0.052313	0.099172	0.0323865	0.00599844	0.016358	0.0169883	0.0309588	0.0397268	0.0203646	0.0540725	0.0708721	0.0122618	0.0113193	0.000932565	0.00539903	0.00513156	0.0530891	0.0151241	0.045623	0.015061	0.0109886	0.0545666	0.00141446	0.0140381	0.00485769	0.00125153	0.170883	0.0480735	0.0429805	0.0112973	0.0383228	0.0212249	0.6519131	1.348087	0.108627	0.338707	0.713368	1.4018	2.9524	9.20581	1.605093	2.067893	0.00301801	0.00101932	0.0011243	0.0501949	0.00730452	0.00710692	0.0335113	0.00642256	0.00591741	0.0198901	0.00960712	0.0672822	0.0114554	0.0382027	0.0120369	0.0010406	0.00330177	0.00167186	0.00552698	0.00884388	0.0063738	0.018267	0.0304568	0.0315383	0.0103967	0.0311146	0.0589853	0.0192628	0.00356774	0.00972941	0.0101042	0.0184136	0.0236286	0.0121124	0.0321611	0.0421532	0.00729305	0.00673247	0.000554669	0.00321123	0.00305214	0.0315762	0.00899548	0.0271356	0.00895794	0.0065358	0.032455	0.00084129	0.00834957	0.00288925	0.00074438	0.101637	0.0285931	0.0255639	0.00671937	0.0227936	0.0126241	0.674043	0.325957	1.681299
2700	-436.9952	-519.7875	82.79228	0.00747678	0.00499736	0.00321754	0.0198666	0.00316739	0.00279682	0.0280077	0.00989063	0.00990633	0.00859559	0.00543348	0.00484751	0.0111717	0.0151696	0.0070565	0.000186478	0.00462475	0.0120917	0.00126351	0.0143252	0.0134178	0.00844167	0.0115875	0.0149053	0.0106806	0.00211613	0.0386547	0.0208299	0.0022699	0.00967162	0.00604267	0.0186663	0.00412704	0.00570255	0.0143445	0.0131605	0.000186217	0.0014074	0.00288453	0.0247256	0.00797002	0.0133217	0.00396431	0.0239632	0.00279305	0.0122281	0.00597112	0.00893203	0.000423302	0.00213829	0.01503	0.0671583	0.0346542	0.00434802	0.00161881	0.00862898	0.00623791	0.7984756	1.201524	0.0523235	0.237195	0.638329	1.56659	4.21594	19.1119	2.133277	1.504773	0.0121121	0.00809555	0.00521231	0.0321832	0.00513106	0.00453076	0.0453715	0.0160225	0.0160479	0.0139246	0.00880205	0.00785281	0.0180978	0.0245742	0.0114313	0.000302088	0.00749194	0.0195882	0.00204684	0.0232064	0.0217363	0.0136752	0.0187714	0.024146	0.0173022	0.00342805	0.0626194	0.0337438	0.00367715	0.0156677	0.00978891	0.0302388	0.00668567	0.00923794	0.0232376	0.0213196	0.000301665	0.00227994	0.00467283	0.0400547	0.0129112	0.0215807	0.00642204	0.0388196	0.00452464	0.0198091	0.00967301	0.0144696	0.000685734	0.00346395	0.0243481	0.108794	0.0561387	0.00704364	0.00262242	0.0139786	0.0101052	0.600762	0.399238	0.617297
2736	-435.1346	-516.8438	81.70927	0.00763524	0.00641632	0.00365232	0.0218754	0.00701343	0.00462141	0.0194542	0.0775627	0.00863574	0.00878238	0.0162295	0.0708744	0.0230166	0.0606683	0.0306159	0.000703111	0.00772827	0.0206232	0.00256116	0.0124969	0.000938303	0.00608464	0.0498348	0.0243663	0.0162436	0.00575667	0.0622697	0.010466	0.0247399	0.0445759	0.0229959	0.015003	0.0195268	0.0240174	0.043002	0.0482239	0.000271687	0.00708645	0.0741607	0.000771564	0.00813025	0.0545929	0.00116274	0.0337707	0.0107799	0.00131775	0.0258653	0.0267344	0.0093954	0.013239	0.0185863	0.0968057	0.00902563	0.0284559	0.00523987	0.013579	0.0301576	0.5176234	1.482377	0.0788573	0.289726	0.679438	1.4718	3.45154	12.6811	1.836679	2.863813	0.00588077	0.00494194	0.00281307	0.0168488	0.00540185	0.00355948	0.0149839	0.0597399	0.00665137	0.00676431	0.0125002	0.0545885	0.0177277	0.0467276	0.0235808	0.000541546	0.00595242	0.0158842	0.00197264	0.0096253	0.000722694	0.00468648	0.0383835	0.0187672	0.0125111	0.00443387	0.047961	0.00806108	0.019055	0.034333	0.0177118	0.0115555	0.0150398	0.0184985	0.0331208	0.0371427	0.000209257	0.00545809	0.0571196	0.00059427	0.00626204	0.0420483	0.000895558	0.0260107	0.00830286	0.00101495	0.0199218	0.0205912	0.00723647	0.0101969	0.0143154	0.0745612	0.00695167	0.0219172	0.00403582	0.0104587	0.0232278	0.741188	0.258812	1.29834
2772	-437.3736	-517.8375	80.4639	0.0322483	0.00782929	0.0895218	0.00925452	0.0017432	0.0250963	0.0370951	0.0736622	0.0122627	0.0478376	0.0168845	0.0543701	0.0549346	0.0402465	0.139775	0.0160907	0.0270057	0.0145545	0.0487356	0.0045988	0.00818315	0.0374292	0.0832955	0.0800808	0.110248	0.0171262	0.265928	0.0813024	0.0090195	0.0463965	0.0396138	0.0846584	0.0294994	0.0591395	0.0776287	0.0347134	0.0191404	0.0273981	0.0102281	0.0562031	0.0930684	0.0424923	0.031932	0.0192907	0.0355455	0.0247222	0.0853983	0.0602462	0.0184658	0.0298639	0.0712314	0.254191	0.00252107	0.0729824	0.000933557	0.0114603	0.0165794	0.616508	1.383492	0.205333	0.462045	0.785937	1.27237	2.16429	4.87013	1.144705	2.244078	0.0115094	0.00279428	0.0319504	0.00330294	0.000622147	0.00895687	0.0132392	0.0262901	0.00437657	0.0170733	0.00602608	0.0194047	0.0196062	0.014364	0.0498857	0.00574276	0.00963833	0.0051945	0.0173937	0.00164131	0.00292057	0.0133585	0.0297282	0.0285809	0.0393474	0.00611234	0.0949098	0.0290169	0.00321906	0.0165589	0.0141382	0.0302146	0.0105283	0.0211069	0.0277057	0.0123892	0.00683121	0.0097784	0.00365041	0.0200589	0.0332161	0.0151655	0.0113965	0.00688484	0.0126862	0.00882335	0.0304787	0.0215019	0.00659044	0.0106584	0.0254225	0.0907209	0.000899772	0.0260474	0.000333187	0.00409017	0.0059172	0.691746	0.308254	2.801903
